,Actual,Predicted,Dates
19726,149.0,148.65825,2013-04-03 01:00:00
19727,153.0,155.58473,2013-04-03 02:00:00
19728,184.0,154.0618,2013-04-03 03:00:00
19729,179.0,178.92505,2013-04-03 04:00:00
19730,183.0,181.40466,2013-04-03 05:00:00
19731,194.0,177.19342,2013-04-03 06:00:00
19732,184.0,197.70488,2013-04-03 07:00:00
19733,153.0,180.20653,2013-04-03 08:00:00
19734,150.0,144.6449,2013-04-03 09:00:00
19735,126.0,136.57724,2013-04-03 10:00:00
19736,156.0,116.13741,2013-04-03 11:00:00
19737,156.0,156.01721,2013-04-03 12:00:00
19738,178.0,157.9086,2013-04-03 13:00:00
19739,243.0,182.38393,2013-04-03 14:00:00
19740,122.0,248.12329,2013-04-03 15:00:00
19741,100.0,109.31005,2013-04-03 16:00:00
19742,73.0,99.29681,2013-04-03 17:00:00
19743,60.0,74.11447,2013-04-03 18:00:00
19744,46.0,64.86799,2013-04-03 19:00:00
19745,33.0,52.113583,2013-04-03 20:00:00
19746,32.0,39.10679,2013-04-03 21:00:00
19747,34.0,39.10506,2013-04-03 22:00:00
19748,37.0,40.96709,2013-04-03 23:00:00
19749,38.0,43.86561,2013-04-04 00:00:00
19750,38.0,45.13305,2013-04-04 01:00:00
19751,47.0,42.346436,2013-04-04 02:00:00
19752,61.0,52.59961,2013-04-04 03:00:00
19753,48.0,67.49274,2013-04-04 04:00:00
19754,47.0,51.722298,2013-04-04 05:00:00
19755,56.0,52.576157,2013-04-04 06:00:00
19756,72.0,62.18065,2013-04-04 07:00:00
19757,89.0,80.624886,2013-04-04 08:00:00
19758,92.0,94.05915,2013-04-04 09:00:00
19759,83.0,98.20131,2013-04-04 10:00:00
19760,87.0,89.341675,2013-04-04 11:00:00
19761,89.0,97.273186,2013-04-04 12:00:00
19762,100.0,99.881516,2013-04-04 13:00:00
19763,107.0,107.33215,2013-04-04 14:00:00
19764,98.0,107.64432,2013-04-04 15:00:00
19765,78.0,98.03733,2013-04-04 16:00:00
19766,83.0,79.30356,2013-04-04 17:00:00
19767,84.0,81.40288,2013-04-04 18:00:00
19768,91.0,79.960884,2013-04-04 19:00:00
19769,99.0,85.05767,2013-04-04 20:00:00
19770,99.0,91.17497,2013-04-04 21:00:00
19771,111.0,89.39995,2013-04-04 22:00:00
19772,118.0,100.16415,2013-04-04 23:00:00
19773,122.0,105.36816,2013-04-05 00:00:00
19774,117.0,107.624596,2013-04-05 01:00:00
19775,113.0,100.904465,2013-04-05 02:00:00
19776,108.0,96.26311,2013-04-05 03:00:00
19777,110.0,89.25546,2013-04-05 04:00:00
19778,121.0,90.52014,2013-04-05 05:00:00
19779,122.0,109.64727,2013-04-05 06:00:00
19780,116.0,123.672615,2013-04-05 07:00:00
19781,106.0,113.91974,2013-04-05 08:00:00
19782,107.0,101.73705,2013-04-05 09:00:00
19783,111.0,103.224205,2013-04-05 10:00:00
19784,122.0,106.57145,2013-04-05 11:00:00
19785,88.0,114.64786,2013-04-05 12:00:00
19786,24.0,76.225464,2013-04-05 13:00:00
19787,9.0,16.732582,2013-04-05 14:00:00
19788,12.0,9.267302,2013-04-05 15:00:00
19789,15.0,13.9761505,2013-04-05 16:00:00
19790,11.0,16.122604,2013-04-05 17:00:00
19791,11.0,14.390476,2013-04-05 18:00:00
19792,9.0,15.777076,2013-04-05 19:00:00
19793,10.0,9.134569,2013-04-05 20:00:00
19794,9.0,12.336971,2013-04-05 21:00:00
19795,8.0,11.380008,2013-04-05 22:00:00
19796,9.0,10.723259,2013-04-05 23:00:00
19797,8.0,11.804805,2013-04-06 00:00:00
19798,7.0,10.671605,2013-04-06 01:00:00
19799,6.0,8.673875,2013-04-06 02:00:00
19800,6.0,7.363567,2013-04-06 03:00:00
19801,6.0,8.367177,2013-04-06 04:00:00
19802,5.0,9.75473,2013-04-06 05:00:00
19803,12.0,10.173866,2013-04-06 06:00:00
19804,9.0,14.082872,2013-04-06 07:00:00
19805,17.0,9.454512,2013-04-06 08:00:00
19806,11.0,14.16911,2013-04-06 09:00:00
19807,16.0,8.48772,2013-04-06 10:00:00
19808,13.0,15.897092,2013-04-06 11:00:00
19809,10.0,15.185368,2013-04-06 12:00:00
19810,12.0,12.625078,2013-04-06 13:00:00
19811,10.0,10.926013,2013-04-06 14:00:00
19812,15.0,13.066941,2013-04-06 15:00:00
19813,11.0,25.34961,2013-04-06 16:00:00
19814,13.0,22.408175,2013-04-06 17:00:00
19815,11.0,24.194439,2013-04-06 18:00:00
19816,14.0,21.794235,2013-04-06 19:00:00
19817,24.0,26.518503,2013-04-06 20:00:00
19818,33.0,33.159874,2013-04-06 21:00:00
19819,34.0,42.444576,2013-04-06 22:00:00
19820,32.0,42.976753,2013-04-06 23:00:00
19821,36.0,39.87389,2013-04-07 00:00:00
19822,43.0,43.239384,2013-04-07 01:00:00
19823,55.0,50.051064,2013-04-07 02:00:00
19824,57.0,62.455498,2013-04-07 03:00:00
19825,57.0,66.561775,2013-04-07 04:00:00
19826,59.0,64.44049,2013-04-07 05:00:00
19827,104.0,64.66987,2013-04-07 06:00:00
19828,90.0,110.78588,2013-04-07 07:00:00
19829,69.0,92.218185,2013-04-07 08:00:00
19830,67.0,70.460335,2013-04-07 09:00:00
19831,63.0,70.47331,2013-04-07 10:00:00
19832,71.0,66.72846,2013-04-07 11:00:00
19833,77.0,76.46868,2013-04-07 12:00:00
19834,80.0,82.6006,2013-04-07 13:00:00
19835,89.0,84.64453,2013-04-07 14:00:00
19836,106.0,92.76319,2013-04-07 15:00:00
19837,114.0,112.617546,2013-04-07 16:00:00
19838,126.0,120.0496,2013-04-07 17:00:00
19839,97.0,131.8633,2013-04-07 18:00:00
19840,83.0,99.5687,2013-04-07 19:00:00
19841,97.0,86.275955,2013-04-07 20:00:00
19842,90.0,101.957054,2013-04-07 21:00:00
19843,93.0,91.23393,2013-04-07 22:00:00
19844,78.0,98.14249,2013-04-07 23:00:00
19845,54.0,75.52521,2013-04-08 00:00:00
19846,59.0,50.718506,2013-04-08 01:00:00
19847,44.0,56.33389,2013-04-08 02:00:00
19848,22.0,40.038483,2013-04-08 03:00:00
19849,27.0,19.656607,2013-04-08 04:00:00
19850,33.0,19.643202,2013-04-08 05:00:00
19851,29.0,29.199306,2013-04-08 06:00:00
19852,13.0,29.181995,2013-04-08 07:00:00
19853,15.0,16.52351,2013-04-08 08:00:00
19854,17.0,19.25695,2013-04-08 09:00:00
19855,16.0,19.35317,2013-04-08 10:00:00
19856,14.0,18.549282,2013-04-08 11:00:00
19857,14.0,16.068663,2013-04-08 12:00:00
19858,12.0,15.924022,2013-04-08 13:00:00
19859,17.0,13.870936,2013-04-08 14:00:00
19860,13.0,18.990696,2013-04-08 15:00:00
19861,12.0,14.567555,2013-04-08 16:00:00
19862,17.0,14.013785,2013-04-08 17:00:00
19863,12.0,19.067987,2013-04-08 18:00:00
19864,16.0,14.15945,2013-04-08 19:00:00
19865,10.0,17.803017,2013-04-08 20:00:00
19866,15.0,12.476104,2013-04-08 21:00:00
19867,11.0,16.640995,2013-04-08 22:00:00
19868,13.0,13.50446,2013-04-08 23:00:00
19869,12.0,16.01102,2013-04-09 00:00:00
19870,10.0,14.418641,2013-04-09 01:00:00
19871,8.0,13.215634,2013-04-09 02:00:00
19872,6.0,10.953586,2013-04-09 03:00:00
19873,8.0,8.172688,2013-04-09 04:00:00
19874,8.0,10.434936,2013-04-09 05:00:00
19875,9.0,9.951192,2013-04-09 06:00:00
19876,9.0,11.920079,2013-04-09 07:00:00
19877,11.0,9.470146,2013-04-09 08:00:00
19878,10.0,11.422001,2013-04-09 09:00:00
19879,12.0,9.348067,2013-04-09 10:00:00
19880,13.0,12.137293,2013-04-09 11:00:00
19881,13.0,12.119955,2013-04-09 12:00:00
19882,14.0,13.337535,2013-04-09 13:00:00
19883,14.0,13.086401,2013-04-09 14:00:00
19884,14.0,15.92745,2013-04-09 15:00:00
19885,11.0,16.101051,2013-04-09 16:00:00
19886,11.0,13.457634,2013-04-09 17:00:00
19887,12.0,11.79185,2013-04-09 18:00:00
19888,13.0,15.172516,2013-04-09 19:00:00
19889,14.0,14.443853,2013-04-09 20:00:00
19890,22.0,16.29304,2013-04-09 21:00:00
19891,11.0,24.9087,2013-04-09 22:00:00
19892,11.0,13.195549,2013-04-09 23:00:00
19893,10.0,14.16907,2013-04-10 00:00:00
19894,10.0,13.307704,2013-04-10 01:00:00
19895,11.0,12.912293,2013-04-10 02:00:00
19896,9.0,13.284625,2013-04-10 03:00:00
19897,11.0,11.126631,2013-04-10 04:00:00
19898,8.0,13.828069,2013-04-10 05:00:00
19899,9.0,10.86154,2013-04-10 06:00:00
19900,11.0,11.909371,2013-04-10 07:00:00
19901,8.0,12.167931,2013-04-10 08:00:00
19902,12.0,7.8990216,2013-04-10 09:00:00
19903,12.0,12.674049,2013-04-10 10:00:00
19904,12.0,11.788003,2013-04-10 11:00:00
19905,10.0,12.193041,2013-04-10 12:00:00
19906,10.0,10.035117,2013-04-10 13:00:00
19907,14.0,11.471966,2013-04-10 14:00:00
19908,17.0,16.09008,2013-04-10 15:00:00
19909,10.0,19.849686,2013-04-10 16:00:00
19910,7.0,11.195561,2013-04-10 17:00:00
19911,6.0,9.20916,2013-04-10 18:00:00
19912,10.0,8.38938,2013-04-10 19:00:00
19913,17.0,12.296918,2013-04-10 20:00:00
19914,17.0,19.195866,2013-04-10 21:00:00
19915,21.0,17.550905,2013-04-10 22:00:00
19916,26.0,20.947704,2013-04-10 23:00:00
19917,21.0,28.759373,2013-04-11 00:00:00
19918,27.0,22.137398,2013-04-11 01:00:00
19919,29.0,27.728235,2013-04-11 02:00:00
19920,41.0,33.65542,2013-04-11 03:00:00
19921,16.0,40.985645,2013-04-11 04:00:00
19922,15.0,16.349463,2013-04-11 05:00:00
19923,13.0,16.347527,2013-04-11 06:00:00
19924,19.0,11.77325,2013-04-11 07:00:00
19925,19.0,17.216211,2013-04-11 08:00:00
19926,18.0,17.27324,2013-04-11 09:00:00
19927,0.0,16.311903,2013-04-11 10:00:00
19928,10.0,-0.42117572,2013-04-11 11:00:00
19929,13.0,9.896325,2013-04-11 12:00:00
19930,12.0,12.644962,2013-04-11 13:00:00
19931,14.0,11.430928,2013-04-11 14:00:00
19932,9.0,14.3513155,2013-04-11 15:00:00
19933,8.0,8.981027,2013-04-11 16:00:00
19934,6.0,8.588218,2013-04-11 17:00:00
19935,6.0,7.116357,2013-04-11 18:00:00
19936,5.0,7.6972866,2013-04-11 19:00:00
19937,11.0,8.641329,2013-04-11 20:00:00
19938,22.0,14.884361,2013-04-11 21:00:00
19939,41.0,34.631542,2013-04-11 22:00:00
19940,49.0,47.368126,2013-04-11 23:00:00
19941,32.0,52.86477,2013-04-12 00:00:00
19942,38.0,38.950344,2013-04-12 01:00:00
19943,41.0,52.52619,2013-04-12 02:00:00
19944,35.0,52.854237,2013-04-12 03:00:00
19945,42.0,45.21271,2013-04-12 04:00:00
19946,55.0,53.264973,2013-04-12 05:00:00
19947,62.0,62.893852,2013-04-12 06:00:00
19948,66.0,68.88242,2013-04-12 07:00:00
19949,64.0,66.62377,2013-04-12 08:00:00
19950,53.0,63.44467,2013-04-12 09:00:00
19951,62.0,56.24362,2013-04-12 10:00:00
19952,53.0,67.43546,2013-04-12 11:00:00
19953,50.0,52.235134,2013-04-12 12:00:00
19954,62.0,55.346317,2013-04-12 13:00:00
19955,74.0,70.57448,2013-04-12 14:00:00
19956,41.0,81.84766,2013-04-12 15:00:00
19957,29.0,45.689774,2013-04-12 16:00:00
19958,45.0,37.55085,2013-04-12 17:00:00
19959,54.0,56.15829,2013-04-12 18:00:00
19960,52.0,65.69021,2013-04-12 19:00:00
19961,51.0,65.97734,2013-04-12 20:00:00
19962,47.0,68.77757,2013-04-12 21:00:00
19963,52.0,60.089783,2013-04-12 22:00:00
19964,54.0,62.614857,2013-04-12 23:00:00
19965,59.0,68.22367,2013-04-13 00:00:00
19966,57.0,71.84323,2013-04-13 01:00:00
19967,65.0,67.81037,2013-04-13 02:00:00
19968,91.0,71.52888,2013-04-13 03:00:00
19969,100.0,108.77272,2013-04-13 04:00:00
19970,109.0,114.9281,2013-04-13 05:00:00
19971,101.0,124.40988,2013-04-13 06:00:00
19972,111.0,109.462494,2013-04-13 07:00:00
19973,101.0,112.84757,2013-04-13 08:00:00
19974,110.0,93.27022,2013-04-13 09:00:00
19975,117.0,111.25353,2013-04-13 10:00:00
19976,132.0,114.71108,2013-04-13 11:00:00
19977,117.0,126.61372,2013-04-13 12:00:00
19978,75.0,103.78639,2013-04-13 13:00:00
19979,25.0,66.65633,2013-04-13 14:00:00
19980,14.0,23.799334,2013-04-13 15:00:00
19981,16.0,15.777281,2013-04-13 16:00:00
19982,13.0,19.11692,2013-04-13 17:00:00
19983,10.0,16.737928,2013-04-13 18:00:00
19984,10.0,14.362178,2013-04-13 19:00:00
19985,8.0,15.623598,2013-04-13 20:00:00
19986,10.0,10.800171,2013-04-13 21:00:00
19987,10.0,14.081092,2013-04-13 22:00:00
19988,12.0,11.672314,2013-04-13 23:00:00
19989,8.0,13.009476,2013-04-14 00:00:00
19990,6.0,7.735299,2013-04-14 01:00:00
19991,5.0,4.702635,2013-04-14 02:00:00
19992,6.0,6.272619,2013-04-14 03:00:00
19993,7.0,8.64297,2013-04-14 04:00:00
19994,6.0,14.113364,2013-04-14 05:00:00
19995,4.0,8.240028,2013-04-14 06:00:00
19996,6.0,4.7208776,2013-04-14 07:00:00
19997,9.0,3.648284,2013-04-14 08:00:00
19998,7.0,7.942635,2013-04-14 09:00:00
19999,10.0,15.1453905,2013-04-14 10:00:00
20000,34.0,17.680712,2013-04-14 11:00:00
20001,59.0,47.262463,2013-04-14 12:00:00
20002,53.0,73.61717,2013-04-14 13:00:00
20003,45.0,63.284866,2013-04-14 14:00:00
20004,38.0,51.178406,2013-04-14 15:00:00
20005,39.0,46.214436,2013-04-14 16:00:00
20006,45.0,47.033936,2013-04-14 17:00:00
20007,42.0,54.27087,2013-04-14 18:00:00
20008,43.0,52.0465,2013-04-14 19:00:00
20009,50.0,53.2139,2013-04-14 20:00:00
20010,48.0,59.04121,2013-04-14 21:00:00
20011,56.0,56.5349,2013-04-14 22:00:00
20012,63.0,65.12247,2013-04-14 23:00:00
20013,59.0,72.484375,2013-04-15 00:00:00
20014,53.0,65.10402,2013-04-15 01:00:00
20015,42.0,65.25964,2013-04-15 02:00:00
20016,44.0,50.406258,2013-04-15 03:00:00
20017,50.0,44.786488,2013-04-15 04:00:00
20018,65.0,52.938507,2013-04-15 05:00:00
20019,70.0,71.06908,2013-04-15 06:00:00
20020,73.0,73.25905,2013-04-15 07:00:00
20021,71.0,72.0203,2013-04-15 08:00:00
20022,62.0,69.839264,2013-04-15 09:00:00
20023,73.0,67.73048,2013-04-15 10:00:00
20024,73.0,82.03853,2013-04-15 11:00:00
20025,78.0,81.37097,2013-04-15 12:00:00
20026,79.0,84.95954,2013-04-15 13:00:00
20027,79.0,85.27085,2013-04-15 14:00:00
20028,89.0,88.14197,2013-04-15 15:00:00
20029,99.0,98.76609,2013-04-15 16:00:00
20030,0.0,108.46871,2013-04-15 17:00:00
20031,102.0,6.5299,2013-04-15 18:00:00
20032,81.0,118.597565,2013-04-15 19:00:00
20033,69.0,89.10183,2013-04-15 20:00:00
20034,64.0,75.62148,2013-04-15 21:00:00
20035,55.0,70.97072,2013-04-15 22:00:00
20036,53.0,62.12569,2013-04-15 23:00:00
20037,50.0,60.09492,2013-04-16 00:00:00
20038,57.0,58.0512,2013-04-16 01:00:00
20039,53.0,62.75885,2013-04-16 02:00:00
20040,63.0,64.13736,2013-04-16 03:00:00
20041,64.0,75.84082,2013-04-16 04:00:00
20042,61.0,74.91748,2013-04-16 05:00:00
20043,63.0,65.40509,2013-04-16 06:00:00
20044,58.0,65.24208,2013-04-16 07:00:00
20045,74.0,57.02787,2013-04-16 08:00:00
20046,70.0,69.55779,2013-04-16 09:00:00
20047,80.0,62.868603,2013-04-16 10:00:00
20048,0.0,69.77055,2013-04-16 11:00:00
20049,70.0,-7.918019,2013-04-16 12:00:00
20050,57.0,61.623672,2013-04-16 13:00:00
20051,39.0,59.036747,2013-04-16 14:00:00
20052,36.0,49.951313,2013-04-16 15:00:00
20053,28.0,54.36413,2013-04-16 16:00:00
20054,0.0,45.230354,2013-04-16 17:00:00
20055,27.0,15.981798,2013-04-16 18:00:00
20056,62.0,44.385002,2013-04-16 19:00:00
20057,96.0,75.06862,2013-04-16 20:00:00
20058,81.0,106.230316,2013-04-16 21:00:00
20059,78.0,86.02063,2013-04-16 22:00:00
20060,75.0,83.67054,2013-04-16 23:00:00
20061,57.0,80.32875,2013-04-17 00:00:00
20062,48.0,61.639385,2013-04-17 01:00:00
20063,52.0,54.465584,2013-04-17 02:00:00
20064,47.0,58.65181,2013-04-17 03:00:00
20065,37.0,52.78238,2013-04-17 04:00:00
20066,27.0,46.63599,2013-04-17 05:00:00
20067,28.0,35.898983,2013-04-17 06:00:00
20068,34.0,37.215347,2013-04-17 07:00:00
20069,45.0,41.201866,2013-04-17 08:00:00
20070,51.0,52.617615,2013-04-17 09:00:00
20071,49.0,56.186867,2013-04-17 10:00:00
20072,32.0,53.377342,2013-04-17 11:00:00
20073,41.0,37.005775,2013-04-17 12:00:00
20074,46.0,48.28292,2013-04-17 13:00:00
20075,55.0,52.877422,2013-04-17 14:00:00
20076,63.0,63.38834,2013-04-17 15:00:00
20077,72.0,69.63892,2013-04-17 16:00:00
20078,68.0,79.374405,2013-04-17 17:00:00
20079,60.0,74.662674,2013-04-17 18:00:00
20080,55.0,65.64663,2013-04-17 19:00:00
20081,49.0,59.9831,2013-04-17 20:00:00
20082,43.0,53.931877,2013-04-17 21:00:00
20083,44.0,51.827084,2013-04-17 22:00:00
20084,46.0,52.87168,2013-04-17 23:00:00
20085,39.0,48.54274,2013-04-18 00:00:00
20086,10.0,35.827614,2013-04-18 01:00:00
20087,13.0,9.280549,2013-04-18 02:00:00
20088,9.0,11.250195,2013-04-18 03:00:00
20089,6.0,8.901102,2013-04-18 04:00:00
20090,8.0,7.191197,2013-04-18 05:00:00
20091,10.0,10.047328,2013-04-18 06:00:00
20092,8.0,10.658947,2013-04-18 07:00:00
20093,9.0,4.523159,2013-04-18 08:00:00
20094,9.0,5.1440167,2013-04-18 09:00:00
20095,7.0,6.1521864,2013-04-18 10:00:00
20096,8.0,5.812813,2013-04-18 11:00:00
20097,6.0,6.1795135,2013-04-18 12:00:00
20098,6.0,4.4309807,2013-04-18 13:00:00
20099,4.0,4.53269,2013-04-18 14:00:00
20100,7.0,4.973937,2013-04-18 15:00:00
20101,6.0,6.8312144,2013-04-18 16:00:00
20102,7.0,4.8793864,2013-04-18 17:00:00
20103,9.0,10.728838,2013-04-18 18:00:00
20104,8.0,13.116431,2013-04-18 19:00:00
20105,16.0,10.42191,2013-04-18 20:00:00
20106,25.0,21.14771,2013-04-18 21:00:00
20107,28.0,30.847818,2013-04-18 22:00:00
20108,23.0,36.609985,2013-04-18 23:00:00
20109,41.0,29.58719,2013-04-19 00:00:00
20110,41.0,51.380714,2013-04-19 01:00:00
20111,56.0,51.52804,2013-04-19 02:00:00
20112,72.0,64.564415,2013-04-19 03:00:00
20113,63.0,77.61795,2013-04-19 04:00:00
20114,65.0,64.12552,2013-04-19 05:00:00
20115,56.0,66.82886,2013-04-19 06:00:00
20116,60.0,57.958538,2013-04-19 07:00:00
20117,51.0,62.29422,2013-04-19 08:00:00
20118,43.0,52.05877,2013-04-19 09:00:00
20119,41.0,44.9523,2013-04-19 10:00:00
20120,43.0,46.51811,2013-04-19 11:00:00
20121,28.0,49.452606,2013-04-19 12:00:00
20122,35.0,33.36029,2013-04-19 13:00:00
20123,40.0,39.6531,2013-04-19 14:00:00
20124,41.0,45.974606,2013-04-19 15:00:00
20125,59.0,46.032703,2013-04-19 16:00:00
20126,57.0,64.95976,2013-04-19 17:00:00
20127,51.0,61.601887,2013-04-19 18:00:00
20128,57.0,55.297714,2013-04-19 19:00:00
20129,64.0,62.680866,2013-04-19 20:00:00
20130,71.0,68.9528,2013-04-19 21:00:00
20131,77.0,76.0111,2013-04-19 22:00:00
20132,73.0,80.63319,2013-04-19 23:00:00
20133,67.0,75.14392,2013-04-20 00:00:00
20134,64.0,68.9841,2013-04-20 01:00:00
20135,65.0,67.000465,2013-04-20 02:00:00
20136,74.0,68.5902,2013-04-20 03:00:00
20137,80.0,77.4579,2013-04-20 04:00:00
20138,84.0,87.21041,2013-04-20 05:00:00
20139,83.0,86.63384,2013-04-20 06:00:00
20140,86.0,82.397545,2013-04-20 07:00:00
20141,92.0,82.06791,2013-04-20 08:00:00
20142,92.0,87.59998,2013-04-20 09:00:00
20143,84.0,86.44027,2013-04-20 10:00:00
20144,75.0,83.674736,2013-04-20 11:00:00
20145,78.0,77.969574,2013-04-20 12:00:00
20146,75.0,85.1735,2013-04-20 13:00:00
20147,81.0,83.8209,2013-04-20 14:00:00
20148,70.0,91.18652,2013-04-20 15:00:00
20149,69.0,78.97611,2013-04-20 16:00:00
20150,63.0,76.18449,2013-04-20 17:00:00
20151,75.0,68.35442,2013-04-20 18:00:00
20152,67.0,81.33238,2013-04-20 19:00:00
20153,73.0,71.05526,2013-04-20 20:00:00
20154,81.0,78.60099,2013-04-20 21:00:00
20155,78.0,86.09775,2013-04-20 22:00:00
20156,91.0,81.87459,2013-04-20 23:00:00
20157,105.0,101.595245,2013-04-21 00:00:00
20158,117.0,112.96532,2013-04-21 01:00:00
20159,118.0,123.58097,2013-04-21 02:00:00
20160,125.0,123.03459,2013-04-21 03:00:00
20161,123.0,131.34964,2013-04-21 04:00:00
20162,132.0,126.79043,2013-04-21 05:00:00
20163,126.0,135.07927,2013-04-21 06:00:00
20164,136.0,124.06041,2013-04-21 07:00:00
20165,151.0,128.82059,2013-04-21 08:00:00
20166,143.0,151.05762,2013-04-21 09:00:00
20167,153.0,140.75996,2013-04-21 10:00:00
20168,156.0,154.54716,2013-04-21 11:00:00
20169,164.0,154.75581,2013-04-21 12:00:00
20170,147.0,163.69093,2013-04-21 13:00:00
20171,134.0,146.399,2013-04-21 14:00:00
20172,138.0,133.996,2013-04-21 15:00:00
20173,140.0,139.10522,2013-04-21 16:00:00
20174,142.0,139.88521,2013-04-21 17:00:00
20175,149.0,143.88896,2013-04-21 18:00:00
20176,137.0,153.4861,2013-04-21 19:00:00
20177,126.0,139.37468,2013-04-21 20:00:00
20178,102.0,128.32722,2013-04-21 21:00:00
20179,89.0,103.22106,2013-04-21 22:00:00
20180,89.0,91.23574,2013-04-21 23:00:00
20181,104.0,92.660706,2013-04-22 00:00:00
20182,114.0,109.41173,2013-04-22 01:00:00
20183,120.0,119.45495,2013-04-22 02:00:00
20184,123.0,124.43539,2013-04-22 03:00:00
20185,128.0,126.60781,2013-04-22 04:00:00
20186,138.0,136.35162,2013-04-22 05:00:00
20187,147.0,143.66826,2013-04-22 06:00:00
20188,151.0,151.79552,2013-04-22 07:00:00
20189,160.0,153.55675,2013-04-22 08:00:00
20190,165.0,162.18484,2013-04-22 09:00:00
20191,175.0,166.54475,2013-04-22 10:00:00
20192,195.0,180.76906,2013-04-22 11:00:00
20193,201.0,201.15407,2013-04-22 12:00:00
20194,214.0,205.05954,2013-04-22 13:00:00
20195,236.0,216.3958,2013-04-22 14:00:00
20196,218.0,239.16542,2013-04-22 15:00:00
20197,228.0,215.33359,2013-04-22 16:00:00
20198,190.0,228.9613,2013-04-22 17:00:00
20199,158.0,186.90019,2013-04-22 18:00:00
20200,166.0,155.98334,2013-04-22 19:00:00
20201,171.0,167.98941,2013-04-22 20:00:00
20202,183.0,180.65453,2013-04-22 21:00:00
20203,197.0,195.06514,2013-04-22 22:00:00
20204,188.0,206.22702,2013-04-22 23:00:00
20205,152.0,189.65497,2013-04-23 00:00:00
20206,135.0,149.66202,2013-04-23 01:00:00
20207,135.0,136.61375,2013-04-23 02:00:00
20208,134.0,139.04,2013-04-23 03:00:00
20209,140.0,137.71864,2013-04-23 04:00:00
20210,146.0,145.35529,2013-04-23 05:00:00
20211,175.0,150.42415,2013-04-23 06:00:00
20212,195.0,180.12495,2013-04-23 07:00:00
20213,203.0,199.17734,2013-04-23 08:00:00
20214,201.0,205.39693,2013-04-23 09:00:00
20215,214.0,205.79115,2013-04-23 10:00:00
20216,214.0,219.79192,2013-04-23 11:00:00
20217,229.0,217.19157,2013-04-23 12:00:00
20218,247.0,235.52681,2013-04-23 13:00:00
20219,250.0,252.77296,2013-04-23 14:00:00
20220,258.0,257.8885,2013-04-23 15:00:00
20221,260.0,262.3626,2013-04-23 16:00:00
20222,275.0,257.0895,2013-04-23 17:00:00
20223,258.0,261.0523,2013-04-23 18:00:00
20224,215.0,250.66324,2013-04-23 19:00:00
20225,200.0,205.44548,2013-04-23 20:00:00
20226,190.0,199.96996,2013-04-23 21:00:00
20227,217.0,185.31656,2013-04-23 22:00:00
20228,236.0,223.2175,2013-04-23 23:00:00
20229,224.0,243.48363,2013-04-24 00:00:00
20230,241.0,231.46759,2013-04-24 01:00:00
20231,217.0,244.15657,2013-04-24 02:00:00
20232,179.0,208.69106,2013-04-24 03:00:00
20233,154.0,166.9929,2013-04-24 04:00:00
20234,125.0,145.98065,2013-04-24 05:00:00
20235,148.0,118.45052,2013-04-24 06:00:00
20236,165.0,144.99437,2013-04-24 07:00:00
20237,125.0,162.04713,2013-04-24 08:00:00
20238,87.0,115.61523,2013-04-24 09:00:00
20239,85.0,85.34789,2013-04-24 10:00:00
20240,73.0,87.10327,2013-04-24 11:00:00
20241,77.0,75.52307,2013-04-24 12:00:00
20242,74.0,78.12054,2013-04-24 13:00:00
20243,36.0,72.07723,2013-04-24 14:00:00
20244,15.0,31.50544,2013-04-24 15:00:00
20245,9.0,14.806453,2013-04-24 16:00:00
20246,8.0,14.285798,2013-04-24 17:00:00
20247,11.0,15.791906,2013-04-24 18:00:00
20248,14.0,18.183458,2013-04-24 19:00:00
20249,18.0,18.375355,2013-04-24 20:00:00
20250,14.0,20.329088,2013-04-24 21:00:00
20251,8.0,13.178272,2013-04-24 22:00:00
20252,4.0,10.471986,2013-04-24 23:00:00
20253,6.0,8.617002,2013-04-25 00:00:00
20254,7.0,9.99278,2013-04-25 01:00:00
20255,14.0,11.638399,2013-04-25 02:00:00
20256,12.0,17.228958,2013-04-25 03:00:00
20257,16.0,15.334331,2013-04-25 04:00:00
20258,14.0,18.951046,2013-04-25 05:00:00
20259,15.0,15.45815,2013-04-25 06:00:00
20260,10.0,15.856277,2013-04-25 07:00:00
20261,9.0,11.467595,2013-04-25 08:00:00
20262,8.0,10.53801,2013-04-25 09:00:00
20263,9.0,9.857681,2013-04-25 10:00:00
20264,10.0,9.9553175,2013-04-25 11:00:00
20265,10.0,10.884315,2013-04-25 12:00:00
20266,9.0,12.221467,2013-04-25 13:00:00
20267,8.0,10.959061,2013-04-25 14:00:00
20268,9.0,9.627048,2013-04-25 15:00:00
20269,6.0,10.45166,2013-04-25 16:00:00
20270,5.0,8.252896,2013-04-25 17:00:00
20271,7.0,6.815829,2013-04-25 18:00:00
20272,8.0,9.205266,2013-04-25 19:00:00
20273,19.0,11.932358,2013-04-25 20:00:00
20274,22.0,24.874832,2013-04-25 21:00:00
20275,52.0,33.538708,2013-04-25 22:00:00
20276,40.0,69.47793,2013-04-25 23:00:00
20277,95.0,43.48429,2013-04-26 00:00:00
20278,40.0,110.919624,2013-04-26 01:00:00
20279,71.0,46.94305,2013-04-26 02:00:00
20280,64.0,78.67131,2013-04-26 03:00:00
20281,92.0,69.38388,2013-04-26 04:00:00
20282,83.0,93.91749,2013-04-26 05:00:00
20283,100.0,92.874435,2013-04-26 06:00:00
